0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2.7440675196366238,3.5759468318620975,3.0138168803582195,2.724415914984484,2.1182739966945237,3.2294705653332807,2.1879360563134624,4.4588650039103985,4.818313802505147,1.9172075941288886,3.958625190413323,2.644474598764522,2.8402228054696614,4.627983191463305,0.3551802909894347,0.43564649850770354,0.1010919872016286,4.16309922773969,3.8907837547492523,4.3500607412340955,4.89309171116382,3.9957928210836178,2.3073968112646592,3.902645881432277
0.5913721293446661,3.199605106637619,0.716766437045232,4.7233445852479194,2.6092416087503585,2.0733096999526177,1.322778060523135,3.871168447171083,2.2807516610827427,2.8421697443432423,0.09394900218177571,3.0881774853793855,3.060478613612107,3.0846699843737846,4.718740392573121,3.409101495517417,1.79753950286893,2.1851597689967073,3.4881559796363244,0.30112735814634917,3.3338335772283383,3.353189348090797,1.0519128053692044,0.6446314882742665
1.5771417546209192,1.818553854713113,2.8509838520893984,2.193007567311602,4.941869190296131,0.5102240537401403,1.0443837804741736,0.8065475894249813,3.265541627326992,1.2664580126989105,2.331553864281531,1.2221279600080137,0.7948479182275986,0.5518757058215257,3.281647947326367,0.690914756743069,0.9829118084002675,1.8436258533048204,4.104966149239676,0.48550637896530635,4.189724537494019,0.48049203946981534,4.882297325066979,2.343256008238508
4.883805440951686,3.02422759872523,3.6963178969915083,0.19593896127160337,1.414034812882048,0.6009828060658445,1.4807009876107247,0.5936385947712203,1.5899158969698801,2.07131497257335,0.3207374817439218,3.4623605968500994,2.8330072710328755,1.326947454697227,2.6162402673334983,0.4697025537922084,2.8797324777808964,4.646480987881071,1.5928447622566182,3.3370518998184084,0.6589893120219609,3.5816360205928275,1.4470304647360055,0.9159568100355842
2.9325646740504157,0.10053773093746776,4.144700146086816,0.023477380962735328,3.3890826839811505,1.3500398659608241,3.6759701106129743,4.810942725587191,1.24376571759979,2.8807866720891844,2.9602096563591953,2.861259528954367,1.1154081632030914,4.763745057584925,2.2356268930881367,4.232043362355639,3.4973963765875213,1.4871847542756682,4.068989098512386,1.9825287042349231,4.405515985555808,2.9063643631792937,4.408676809274264,3.4626579503888295
3.6262713990982025,2.506621909633511,4.78041817361612,3.219950996148187,2.1192752427908985,3.031966070639622,0.09596599154666763,1.5078740833727466,3.300867687463425,1.4503880360522203,3.0900771449942077,2.1438435047288307,0.6773703211122512,1.4914116297801538,2.8498245535063242,2.954363806240866,2.871626244247894,3.2660040992856683,3.2605163500084444,2.15709217716987,4.482732979255315,1.8378093502394828,2.179324626328134,4.45961677507836
4.030969945230429,3.5194429177018316,0.5011344365615056,4.597413068723368,3.571206497745557,4.994235032839333,0.7472415232899687,4.340630286841071,0.8124646733818741,3.077797821419221,0.6190999142472076,4.240041146611172,4.036594793625054,2.8455036930729665,2.0359164861299983,0.34583497727569024,3.4871438657228184,2.2677134133903443,3.61027799735174,4.331911629643146,4.8776075250144295,4.279016711963055,0.05857042092500986,1.7998903223918195
3.64995281212029,0.8581483863072026,2.6051830310206463,0.27168994169626814,0.9999826244820004,0.09260897230306986,3.968488516787103,1.1196234403019005,1.7267584034845136,4.640406467327955,3.5220720096176636,0.15919464765653923,0.8234707824895637,3.1073920074988175,2.886142943020838,1.1894641068725431,4.671069989623969,3.06982977982948,2.6781640151247914,2.949549881772855,3.650610147583848,1.5597249773980093,1.9911053110804593,1.0492187448756107
0.9309650294016808,4.721861949919668,3.697753975246438,2.4522940430878353,1.137073139866616,1.2717824088519647,0.2901458016193781,2.1720831277906036,1.558979409970513,3.4817174440772973,1.8887591964624044,0.898018387798174,0.12339364195665614,0.3362481573162429,3.3969638674928366,2.2684842227802267,2.682896055543611,4.483356465201711,4.951694736983522,1.0844849219923698,3.315391015500504,1.3166118836857532,0.1032549973286434,3.791893269180707
1.6000857541123392,1.9173194708594898,2.9415855677680285,4.155242276180952,3.1449092179557434,4.363253277236977,1.3677101740781787,3.9902341695628185,0.928179721529761,4.763958284859723,3.4374413819390766,1.0775383855677922,4.736852952444622,3.654279033850789,1.2697082129751291,1.06655988683741,2.5910035696533162,0.12831359027265787,1.037350377205547,2.1234273437575313,1.8708499016711277,2.3178771218240533,1.3881435314736597,2.9339217322908437
